physics_score,chemistry_score,maths_score,total_score,attempted_questions,correct_questions,wrong_questions,unattempted_questions,negative_marks,accuracy_percent,total_time_seconds,avg_time_per_question_sec,time_physics_sec,time_chemistry_sec,time_maths_sec,easy_accuracy_percent,medium_accuracy_percent,hard_accuracy_percent,attempt_consistency_score,guessing_tendency_score,speed_variation_score,approx_percentile,approx_rank
70,80,75,225,75,60,15,15,15,80.0,10800.0,144.0,3500.0913484692474,3334.7456850764906,3965.162966454262,76.66666666666667,88.23529411764706,63.63636363636363,94.16280295020583,20.0,24.0387333865101,82.85030112343996,270965
50,55,45,150,75,45,30,15,30,60.0,10800.0,144.0,3522.5623140760486,3239.038635631395,4038.399050292556,83.33333333333334,47.05882352941176,36.36363636363637,92.59851467906333,40.0,15.082823545698812,64.81777306963735,555879
25,5,0,30,75,18,57,15,57,24.0,10800.0,144.0,3410.781758483561,3356.238295263309,4032.97994625313,26.666666666666668,20.588235294117645,27.27272727272727,93.7338736019461,76.0,18.713118899111464,37.77156652407031,983209
30,20,80,130,75,41,34,15,34,54.666666666666664,10800.0,144.0,3565.9043076969224,3693.7048813839624,3540.3908109191148,60.0,55.88235294117647,36.36363636363637,98.58042527347364,45.33333333333333,21.208144609956694,59.70125971479091,636720
40,0,55,95,75,34,41,15,41,45.33333333333333,10800.0,144.0,3680.707211094913,3377.1107191766005,3742.1820697284866,60.0,35.294117647058826,36.36363636363637,96.61970971711216,54.666666666666664,13.231260968480322,53.224591117302225,739051
15,0,10,25,75,15,60,15,60,20.0,10800.0,144.0,3531.1016114038575,3274.318483942534,3994.5799046536085,26.666666666666668,17.647058823529413,9.090909090909092,93.33091277119375,80.0,24.915223507403056,34.77526128529523,1030550
60,0,30,90,75,30,45,15,45,40.0,10800.0,144.0,3561.051952163147,3550.698209354588,3688.249838482265,40.0,44.11764705882353,27.27272727272727,98.72637380437335,60.0,11.61891268458826,51.83648190272713,760983
45,90,75,210,75,57,18,15,18,76.0,10800.0,144.0,3453.9838596809864,3478.1692962908746,3867.8468440281395,90.0,70.58823529411765,54.54545454545454,96.16793533011896,24.0,18.299922018875897,78.27103499616899,343317
0,45,45,90,75,31,44,15,44,41.333333333333336,10800.0,144.0,3683.7873267635173,3396.553199667736,3719.659473568747,40.0,50.0,18.181818181818183,97.00827524165729,58.666666666666664,12.306722728391902,49.99368094062971,790099
35,0,65,100,75,32,43,15,43,42.66666666666667,10800.0,144.0,3671.4836954269713,3350.881744684491,3777.6345598885378,46.666666666666664,47.05882352941176,18.181818181818183,96.04858504440698,57.333333333333336,16.5023647217075,52.519106052801476,750198
55,30,20,105,75,36,39,15,39,48.0,10800.0,144.0,3492.3063453668838,3273.693560705515,4034.000093927601,56.666666666666664,50.0,18.181818181818183,92.9601246923881,52.0,17.42175534163033,55.14326794434252,708736
0,45,35,80,75,30,45,15,45,40.0,10800.0,144.0,3355.2971261364473,3624.369016213709,3820.3338576498436,43.333333333333336,38.23529411764706,36.36363636363637,95.69410433783892,60.0,10.609529136256903,48.35976441517266,815915
50,90,0,140,75,41,34,15,34,54.666666666666664,10800.0,144.0,3427.395815099097,3388.153924822896,3984.4502600780074,60.0,55.88235294117647,36.36363636363637,94.47873763652674,45.33333333333333,10.6245711067777,62.93791861201503,585580
80,80,35,195,75,54,21,15,21,72.0,10800.0,144.0,3681.0187858951135,3427.781284905247,3691.199929199639,80.0,76.47058823529412,36.36363636363637,97.56093847875563,28.000000000000004,11.806306644020987,76.73335795219519,367612
25,85,15,125,75,40,35,15,35,53.333333333333336,10800.0,144.0,3388.5253793252364,3560.689776377266,3850.7848442974982,50.0,55.88235294117647,54.54545454545454,95.71981976877535,46.666666666666664,17.754812793634958,58.77554199184503,651346
50,75,20,145,75,44,31,15,31,58.666666666666664,10800.0,144.0,3429.712324528365,3207.9844097431305,4162.303265728504,70.0,58.82352941176471,27.27272727272727,91.16371429643173,41.333333333333336,24.27587751600813,60.78467799216352,619602
75,85,5,165,75,48,27,15,27,64.0,10800.0,144.0,3566.799212447105,3298.6559434813116,3934.5448440715827,66.66666666666666,61.76470588235294,63.63636363636363,94.11213980934934,36.0,10.806688185611248,66.69288731424318,526252
50,50,75,175,75,50,25,15,25,66.66666666666666,10800.0,144.0,3429.078090979758,3258.9184573711323,4112.0034516491105,73.33333333333333,61.76470588235294,63.63636363636363,92.1010648677965,33.33333333333333,13.101298878894301,69.00385291581358,489739
85,45,0,130,75,39,36,15,36,52.0,10800.0,144.0,3600.220652751446,3279.6267280127713,3920.1526192357824,60.0,47.05882352941176,45.45454545454545,94.06920471089805,48.0,11.43324334436359,58.15618027292838,661132
15,0,50,65,75,23,52,15,52,30.666666666666664,10800.0,144.0,3215.841445312175,3320.925333916174,4263.233220771651,40.0,32.35294117647059,0.0,90.30192800500485,69.33333333333334,19.43099272837985,45.42233794771328,862327
50,25,40,115,75,38,37,15,37,50.66666666666667,10800.0,144.0,3452.147892008045,3434.222135372915,3913.6299726190405,60.0,47.05882352941176,36.36363636363637,95.56103854401736,49.333333333333336,11.35144735954185,57.15247165471123,676990
25,60,0,85,75,32,43,15,43,42.66666666666667,10800.0,144.0,3418.4654636807404,3403.7857852313496,3977.7487510879096,46.666666666666664,38.23529411764706,45.45454545454545,94.68552809392075,57.333333333333336,13.40889622461385,50.213323361869776,786629
85,15,40,140,75,43,32,15,32,57.333333333333336,10800.0,144.0,3234.194764306122,3349.2218565770504,4216.583379116828,56.666666666666664,61.76470588235294,45.45454545454545,90.9038091221231,42.66666666666667,10.78247057779404,63.70621614751998,573441
15,0,5,20,75,17,58,15,58,22.666666666666664,10800.0,144.0,3622.6097506441793,3536.497685573256,3640.8925637825646,33.33333333333333,20.588235294117645,0.0,99.03338075732123,77.33333333333333,11.203851803603712,31.54691340096458,1081558
15,80,45,140,75,43,32,15,32,57.333333333333336,10800.0,144.0,3464.771972273144,3266.6447127268248,4068.5833150000317,63.33333333333333,55.88235294117647,45.45454545454545,92.57464257154437,42.66666666666667,16.188905798073755,64.41789012677476,562197
20,5,40,65,75,28,47,15,47,37.333333333333336,10800.0,144.0,3562.9873871844015,3249.9022838871088,3987.11032892849,53.333333333333336,32.35294117647059,9.090909090909092,93.17399958295017,62.66666666666667,20.69520487539347,46.67737645995864,842497
65,35,60,160,75,47,28,15,28,62.66666666666667,10800.0,144.0,3507.1530571025123,3566.5911346505195,3726.255808246968,63.33333333333333,67.64705882352942,45.45454545454545,97.97127082273653,37.333333333333336,12.596536453617928,66.23051473727618,533557
0,60,45,105,75,36,39,15,39,48.0,10800.0,144.0,3480.1650557052726,3407.3742153121507,3912.4607289825767,56.666666666666664,47.05882352941176,27.27272727272727,95.32327302157013,52.0,11.139438311537479,55.33102681458547,705769
80,75,5,160,75,47,28,15,28,62.66666666666667,10800.0,144.0,3259.175508462038,3279.0962929411567,4261.728198596806,70.0,61.76470588235294,45.45454545454545,90.71710472097438,37.333333333333336,24.685281682021767,64.85937474019359,555221
15,40,40,95,75,34,41,15,41,45.33333333333333,10800.0,144.0,3480.111496125554,3432.627538013624,3887.2609658608226,50.0,41.17647058823529,45.45454545454545,95.79043122363706,54.666666666666664,10.522737143740683,53.715755330029715,731291
25,40,60,125,75,40,35,15,35,53.333333333333336,10800.0,144.0,3285.9455087629885,3579.5612731859314,3934.49321805108,63.33333333333333,47.05882352941176,45.45454545454545,93.99492861770285,46.666666666666664,10.493257359698271,60.460261436068144,624727
60,75,20,155,75,46,29,15,29,61.33333333333333,10800.0,144.0,3444.7394181400864,3250.994453214885,4104.2661286450275,63.33333333333333,61.76470588235294,54.54545454545454,92.09933633860979,38.666666666666664,11.466967703828916,66.33659719542518,531881
45,55,35,135,75,42,33,15,33,56.00000000000001,10800.0,144.0,3673.358582005404,3465.113962045172,3661.527455949424,60.0,58.82352941176471,36.36363636363637,98.0718090744423,44.0,10.19042834455719,59.662296162407245,637335
70,40,45,155,75,46,29,15,29,61.33333333333333,10800.0,144.0,3679.3960565034167,3605.279994631158,3515.3239488654253,76.66666666666667,52.94117647058824,45.45454545454545,98.48081381816675,38.666666666666664,11.415497348333023,63.097317579751156,583062
35,50,80,165,75,48,27,15,27,64.0,10800.0,144.0,3589.719345771192,3298.504489556001,3911.776164672807,70.0,64.70588235294117,45.45454545454545,94.32155856373328,36.0,19.67935723759992,67.52696533326207,513073
55,100,45,200,75,55,20,15,20,73.33333333333333,10800.0,144.0,3230.5104523304785,3579.4625739191056,3990.0269737504163,80.0,76.47058823529412,45.45454545454545,92.96743961648207,26.666666666666668,21.071014478505766,73.59731378976576,417162
50,55,0,105,75,35,40,15,40,46.666666666666664,10800.0,144.0,3278.1592621017626,3316.899205111497,4204.941532786741,46.666666666666664,47.05882352941176,45.45454545454545,91.41868267884279,53.333333333333336,24.945751203572833,56.74075694324405,683496
45,65,0,110,75,34,41,15,41,45.33333333333333,10800.0,144.0,3246.448251427955,3461.436346761707,4092.115401810338,40.0,55.88235294117647,27.27272727272727,92.16974860757053,54.666666666666664,17.135760065498552,56.606484546778766,685617
40,0,10,50,75,24,51,15,51,32.0,10800.0,144.0,3242.2059263894075,3543.1815740125007,4014.6124995980913,36.666666666666664,29.411764705882355,27.27272727272727,92.84808728510478,68.0,11.837900269014114,44.16209380776268,882238
45,50,0,95,75,31,44,15,44,41.333333333333336,10800.0,144.0,3353.7742495123625,3612.1010945359003,3834.1246559517376,56.666666666666664,32.35294117647059,27.27272727272727,95.55231105148727,58.666666666666664,12.653802996179431,53.86443130830384,728941
85,50,45,180,75,51,24,15,24,68.0,10800.0,144.0,3461.1151898573344,3219.1949213007665,4119.689888841899,73.33333333333333,73.52941176470588,36.36363636363637,91.6620836338784,32.0,19.024487945229694,73.28391805711966,422114
30,40,65,135,75,42,33,15,33,56.00000000000001,10800.0,144.0,3605.4006105520607,3460.2593927872413,3734.3399966606985,60.0,52.94117647058824,54.54545454545454,97.46221663080132,44.0,20.01577158066752,64.401715682389,562452
50,35,50,135,75,42,33,15,33,56.00000000000001,10800.0,144.0,3263.493641729829,3316.7432309702185,4219.763127299953,66.66666666666666,50.0,45.45454545454545,91.14565291138774,44.0,21.567748023448004,60.7026252221985,620898
60,40,30,130,75,41,34,15,34,54.666666666666664,10800.0,144.0,3540.9024284912753,3588.734576725832,3670.362994782892,50.0,70.58823529411765,18.181818181818183,98.8012910528554,45.33333333333333,11.896408328188317,59.67792514341391,637088
5,45,90,140,75,43,32,15,32,57.333333333333336,10800.0,144.0,3673.7310510026186,3405.3803798480662,3720.8885691493156,70.0,47.05882352941176,54.54545454545454,97.07862787684029,42.66666666666667,24.730317716497257,65.2689168897693,548751
55,45,35,135,75,42,33,15,33,56.00000000000001,10800.0,144.0,3650.870624655867,3520.753068904051,3628.3763064400823,53.333333333333336,67.64705882352942,27.27272727272727,98.79520781711281,44.0,18.334247512764506,60.31078450767042,627089
5,90,75,170,75,49,26,15,26,65.33333333333333,10800.0,144.0,3391.899659740692,3621.8578473061566,3786.242492953151,73.33333333333333,70.58823529411765,27.27272727272727,96.34867747025501,34.66666666666667,21.326183789596037,69.5714499110331,480771
10,10,60,80,75,31,44,15,44,41.333333333333336,10800.0,144.0,3348.9613230680934,3489.6305040070165,3961.40817292489,50.0,32.35294117647059,45.45454545454545,94.32919583465929,58.666666666666664,15.913417992517548,47.84407930615829,824063
0,15,0,15,75,15,60,15,60,20.0,10800.0,144.0,3245.326489991489,3255.3286234945467,4299.344886513965,6.666666666666667,35.294117647058826,9.090909090909092,90.24057040256966,80.0,22.37103681431678,33.94392364545342,1043686
75,20,75,170,75,49,26,15,26,65.33333333333333,10800.0,144.0,3593.3909607704636,3628.4943211744276,3578.114718055109,70.0,70.58823529411765,36.36363636363637,99.53352219333964,34.66666666666667,23.697916739108056,70.31887001532982,468961
65,90,75,230,75,61,14,15,14,81.33333333333333,10800.0,144.0,3416.17115239174,3509.3119014310073,3874.5169461772525,90.0,82.35294117647058,54.54545454545454,95.75605746494897,18.666666666666668,20.43612457644845,84.24127947737809,248987
45,85,50,180,75,51,24,15,24,68.0,10800.0,144.0,3319.4979357715983,3228.2968248515213,4252.205239376881,70.0,67.64705882352942,63.63636363636363,90.5193665321726,32.0,14.358594999556754,72.4266957057648,435658
100,15,100,215,75,58,17,15,17,77.33333333333333,10800.0,144.0,3393.3365756760327,3420.934778173393,3985.7286461505746,76.66666666666667,82.35294117647058,63.63636363636363,94.51488823634683,22.666666666666664,22.155287489943696,79.80338230541946,319106
45,0,35,80,75,31,44,15,44,41.333333333333336,10800.0,144.0,3464.8117057414515,3558.7145805272985,3776.4737137312504,46.666666666666664,38.23529411764706,36.36363636363637,97.11424066676112,58.666666666666664,22.422116845369786,47.35011569991721,831868
95,75,40,210,75,57,18,15,18,76.0,10800.0,144.0,3616.5650876183336,3629.5638351171897,3553.8710772644768,83.33333333333334,79.41176470588235,45.45454545454545,99.2991411309934,24.0,21.716528678849706,80.246998207992,312097
10,0,50,60,75,24,51,15,51,32.0,10800.0,144.0,3291.136368978483,3210.1029565813433,4298.760674440174,40.0,29.411764705882355,18.181818181818183,89.91983594575157,68.0,15.499385755005857,44.68967088468145,873903
0,35,85,120,75,35,40,15,40,46.666666666666664,10800.0,144.0,3449.8631843934468,3667.7830185083776,3682.353797098175,53.333333333333336,50.0,18.181818181818183,97.84730914162289,53.333333333333336,13.068198283922435,58.12522753842537,661621
70,75,85,230,75,61,14,15,14,81.33333333333333,10800.0,144.0,3413.779689913434,3681.9904102651667,3704.2298998213996,86.66666666666667,85.29411764705883,54.54545454545454,97.31064620455587,18.666666666666668,19.743235822116795,82.8107981334822,271589
5,35,60,100,75,35,40,15,40,46.666666666666664,10800.0,144.0,3284.829981407195,3301.3234159924036,4213.846602600401,46.666666666666664,52.94117647058824,27.27272727272727,91.39799424821106,53.333333333333336,14.70408910008341,56.61037786367997,685556
70,50,0,120,75,36,39,15,39,48.0,10800.0,144.0,3588.372349209055,3667.323905320459,3544.3037454704863,60.0,41.17647058823529,36.36363636363637,98.86092444583359,52.0,24.699679662918363,59.101554775971245,646195
50,0,85,135,75,42,33,15,33,56.00000000000001,10800.0,144.0,3538.634042947634,3319.030718853287,3942.335238199079,60.0,55.88235294117647,45.45454545454545,94.22866185790933,44.0,19.285762556898376,61.853235561755874,602718
40,20,75,135,75,42,33,15,33,56.00000000000001,10800.0,144.0,3313.6329928399746,3317.928371002945,4168.4386361570805,56.666666666666664,55.88235294117647,54.54545454545454,92.08513293224902,44.0,20.890679780226968,60.07437288210207,630824
0,25,50,75,75,27,48,15,48,36.0,10800.0,144.0,3391.7884280797125,3272.985533846451,4135.226038073837,33.33333333333333,41.17647058823529,27.27272727272727,92.01629162752421,64.0,24.10874100551814,46.60120949094308,843700
65,80,0,145,75,42,33,15,33,56.00000000000001,10800.0,144.0,3257.240065913033,3578.090285933071,3964.6696481538966,56.666666666666664,58.82352941176471,45.45454545454545,93.44972609036238,44.0,15.961590191262431,62.121203499260176,598484
45,0,50,95,75,31,44,15,44,41.333333333333336,10800.0,144.0,3684.175974145594,3432.3336687497444,3683.490357104662,53.333333333333336,32.35294117647059,36.36363636363637,97.66812680189028,58.666666666666664,16.863321600606216,51.98824075464768,758585
5,65,0,70,75,26,49,15,49,34.66666666666667,10800.0,144.0,3247.3433959583845,3232.1416404948886,4320.514963546727,30.0,41.17647058823529,27.27272727272727,89.9224692310015,65.33333333333333,10.5327889564081,47.3345526120604,832114
75,25,65,165,75,48,27,15,27,64.0,10800.0,144.0,3479.0309269478876,3290.7469551240856,4030.222117928027,66.66666666666666,64.70588235294117,54.54545454545454,93.15300775181537,36.0,19.553980620635127,67.26732230276752,517176
30,0,5,35,75,19,56,15,56,25.333333333333336,10800.0,144.0,3476.5459054704143,3571.9551838009743,3751.4989107286115,26.666666666666668,32.35294117647059,0.0,97.45413884020188,74.66666666666667,17.59627448461538,38.14686699804727,977279
30,0,15,45,75,24,51,15,51,32.0,10800.0,144.0,3457.0006696340984,3308.8481551438294,4034.1511752220717,26.666666666666668,41.17647058823529,18.181818181818183,93.28423129557183,68.0,13.258529851690724,41.22379479728043,928664
65,85,55,205,75,56,19,15,19,74.66666666666667,10800.0,144.0,3682.8191498783294,3246.189221126597,3870.991628995074,86.66666666666667,67.64705882352942,63.63636363636363,94.21479251973632,25.333333333333336,10.50796973328546,77.5017881613739,355471
70,10,80,160,75,47,28,15,28,62.66666666666667,10800.0,144.0,3342.863929863438,3263.787989749871,4193.348080386691,63.33333333333333,64.70588235294117,54.54545454545454,91.39296212373314,37.333333333333336,21.92180264787252,64.42008579299,562162
65,100,35,200,75,55,20,15,20,73.33333333333333,10800.0,144.0,3414.9671017891715,3372.8638557450895,4012.169042465739,70.0,88.23529411764706,36.36363636363637,94.08050753036437,26.666666666666668,13.030627736519369,73.59934525816263,417130
65,40,50,155,75,46,29,15,29,61.33333333333333,10800.0,144.0,3248.3694054622815,3353.4875085344866,4198.143086003232,66.66666666666666,64.70588235294117,36.36363636363637,91.20579925425045,38.666666666666664,17.95962037628906,64.90732724615629,554464
25,0,90,115,75,35,40,15,40,46.666666666666664,10800.0,144.0,3213.527987227252,3414.133388174175,4172.338624598573,56.666666666666664,41.17647058823529,36.36363636363637,91.12212372804332,53.333333333333336,21.65780618471293,56.08686432249796,693827
20,0,5,25,75,19,56,15,56,25.333333333333336,10800.0,144.0,3414.878852359286,3336.8965929860933,4048.22455465462,26.666666666666668,14.705882352941178,54.54545454545454,93.41362998455067,74.66666666666667,22.23546958334493,35.414263289072125,1020454
55,0,0,55,75,20,55,15,55,26.666666666666668,10800.0,144.0,3405.76734430151,3645.996371294316,3748.236284404174,26.666666666666668,26.47058823529412,27.27272727272727,96.8289912953457,73.33333333333333,23.819266712936976,42.5166520046046,908236
10,15,60,85,75,32,43,15,43,42.66666666666667,10800.0,144.0,3381.700887307053,3380.244283240722,4038.0548294522246,43.333333333333336,47.05882352941176,27.27272727272727,93.90916160915275,57.333333333333336,12.263114898201529,50.78282392031981,777631
30,20,65,115,75,38,37,15,37,50.66666666666667,10800.0,144.0,3309.333130762279,3609.8155268601554,3880.8513423775653,60.0,44.11764705882353,45.45454545454545,94.70816470726587,49.333333333333336,22.668850826329102,55.05123417461696,710190
10,50,35,95,75,34,41,15,41,45.33333333333333,10800.0,144.0,3308.939666644472,3496.1275044324066,3994.9328289231216,63.33333333333333,38.23529411764706,18.181818181818183,93.64821146038287,54.666666666666664,16.30213891162157,51.9646650854146,758958
75,20,45,140,75,43,32,15,32,57.333333333333336,10800.0,144.0,3349.768164465669,3325.462224215089,4124.769611319241,66.66666666666666,55.88235294117647,36.36363636363637,92.59900567496156,42.66666666666667,24.87402416589173,62.8253664844877,587359
0,15,30,45,75,21,54,15,54,28.000000000000004,10800.0,144.0,3535.6093977765177,3253.0739264446293,4011.316675778853,36.666666666666664,23.52941176470588,18.181818181818183,92.9792338024609,72.0,13.15478450834338,38.68419712593816,968789
65,20,25,110,75,37,38,15,38,49.333333333333336,10800.0,144.0,3291.471552719403,3221.6782366457674,4286.85021063483,56.666666666666664,47.05882352941176,36.36363636363637,90.13729653713831,50.66666666666667,24.240510716494406,53.3793475895935,736606
45,45,100,190,75,53,22,15,22,70.66666666666667,10800.0,144.0,3491.2115374935383,3553.917107615483,3754.8713548909786,76.66666666666667,70.58823529411765,54.54545454545454,97.55870539446815,29.333333333333332,16.45226107301609,73.86916905385176,412867
10,10,65,85,75,32,43,15,43,42.66666666666667,10800.0,144.0,3446.299374254038,3507.106878143659,3846.5937476023028,40.0,50.0,27.27272727272727,96.29357061714569,57.333333333333336,13.517248282988211,50.83214279651377,776852
60,35,75,170,75,49,26,15,26,65.33333333333333,10800.0,144.0,3552.324083057849,3282.7495544927087,3964.9263624494424,70.0,67.64705882352942,45.45454545454545,93.68354807447469,34.66666666666667,20.6103271734895,68.96895943783458,490290
40,65,60,165,75,48,27,15,27,64.0,10800.0,144.0,3688.728256225981,3671.8460570078105,3439.425686766209,70.0,73.52941176470588,18.181818181818183,97.69164287537248,36.0,23.3023851047965,70.98835760523076,458383
80,45,75,200,75,55,20,15,20,73.33333333333333,10800.0,144.0,3643.769362934012,3439.2776855169377,3716.9529515490503,83.33333333333334,70.58823529411765,54.54545454545454,97.42893272192488,26.666666666666668,23.500043575145558,79.50271236665469,323857
80,60,90,230,75,61,14,15,14,81.33333333333333,10800.0,144.0,3470.1131115821063,3211.1982914415257,4118.688596976368,86.66666666666667,79.41176470588235,72.72727272727273,91.5973119857885,18.666666666666668,10.79062365411203,86.630862138352,211232
65,55,15,135,75,42,33,15,33,56.00000000000001,10800.0,144.0,3379.386333101699,3402.131884686359,4018.4817822119417,56.666666666666664,58.82352941176471,45.45454545454545,94.08244954527554,44.0,19.98266093883904,60.91738282055534,617505
15,65,35,115,75,38,37,15,37,50.66666666666667,10800.0,144.0,3411.392540633208,3540.13550113942,3848.471958227373,73.33333333333333,38.23529411764706,27.27272727272727,95.95296835560958,49.333333333333336,18.550767097033386,53.14967801419816,740235
40,75,70,185,75,52,23,15,23,69.33333333333334,10800.0,144.0,3369.016846955246,3436.6838457325744,3994.2993073121793,80.0,64.70588235294117,54.54545454545454,94.21034758928766,30.666666666666664,15.937740503064008,74.1405408454769,408579
40,85,55,180,75,51,24,15,24,68.0,10800.0,144.0,3673.479344286444,3274.1701337804247,3852.3505219331314,73.33333333333333,67.64705882352942,54.54545454545454,94.64647788747493,32.0,13.295904775365987,71.56942821920347,449203
65,40,90,195,75,54,21,15,21,72.0,10800.0,144.0,3470.8648980222124,3387.270005365408,3941.8650966123796,83.33333333333334,73.52941176470588,36.36363636363637,94.86486026623176,28.000000000000004,12.865477416098665,76.29880572633796,374478
95,95,90,280,75,71,4,15,4,94.66666666666667,10800.0,144.0,3453.728168981712,3627.679396424171,3718.592434594117,100.0,102.94117647058823,54.54545454545454,97.54755309618145,5.333333333333334,20.445680779724484,91.61027629511563,132557
60,45,10,115,75,38,37,15,37,50.66666666666667,10800.0,144.0,3258.7729388032976,3426.6672020887195,4114.559859107983,56.666666666666664,44.11764705882353,54.54545454545454,92.07604703421588,49.333333333333336,15.549262729038759,56.31417721515044,690236
15,40,40,95,75,34,41,15,41,45.33333333333333,10800.0,144.0,3664.2141288955772,3614.9917876949244,3520.7940834094984,46.666666666666664,44.11764705882353,45.45454545454545,98.67203661586964,54.666666666666664,17.912918315447175,51.896309852124666,760038
35,40,30,105,75,36,39,15,39,48.0,10800.0,144.0,3245.6613336913183,3260.8736092656713,4293.465057043011,50.0,58.82352941176471,9.090909090909092,90.29811367266952,52.0,23.603834660974194,53.3736098303802,736696
70,5,80,155,75,46,29,15,29,61.33333333333333,10800.0,144.0,3345.753846855587,3612.3876361169105,3841.858517027503,60.0,64.70588235294117,54.54545454545454,95.40643823914893,38.666666666666664,14.163808215788755,65.25100799863624,549034
70,0,40,110,75,35,40,15,40,46.666666666666664,10800.0,144.0,3685.14953290855,3290.2234511316015,3824.6270159598484,63.33333333333333,35.294117647058826,36.36363636363637,95.0518188441829,53.333333333333336,18.838565958871555,54.27847791411753,722400
0,55,45,100,75,33,42,15,42,44.0,10800.0,144.0,3484.501163045763,3354.861070617616,3960.637766336621,43.333333333333336,47.05882352941176,36.36363636363637,94.39095652112033,56.00000000000001,14.759847786693658,52.01380161405112,758181
35,60,10,105,75,36,39,15,39,48.0,10800.0,144.0,3224.0844273011803,3540.1478703658518,4035.7677023329675,43.333333333333336,52.94117647058824,45.45454545454545,92.48441412007604,52.0,15.886823877197697,55.59056678779624,701669
85,60,55,200,75,55,20,15,20,73.33333333333333,10800.0,144.0,3591.98279553744,3485.9275101974745,3722.089694265085,73.33333333333333,79.41176470588235,54.54545454545454,97.81331311048508,26.666666666666668,10.998030661432484,75.8016937813528,382333
75,95,85,255,75,66,9,15,9,88.0,10800.0,144.0,3325.6449115210216,3332.78413097349,4141.570957505488,93.33333333333333,88.23529411764706,72.72727272727273,92.44512920384753,12.0,21.189971376238454,86.9424061188954,206309
0,45,65,110,75,36,39,15,39,48.0,10800.0,144.0,3301.0178387759465,3651.404174902045,3847.577986322009,56.666666666666664,47.05882352941176,27.27272727272727,94.939257893092,52.0,18.89422540142733,52.60202031576542,748888
0,20,55,75,75,30,45,15,45,40.0,10800.0,144.0,3699.3778271548476,3212.787636472366,3887.8345363727867,56.666666666666664,32.35294117647059,18.181818181818183,93.74956574166278,60.0,17.885587632326317,51.367102494819044,768399
95,65,85,245,75,64,11,15,11,85.33333333333334,10800.0,144.0,3376.593132425995,3643.5829542992433,3779.823913274762,83.33333333333334,91.17647058823529,72.72727272727273,96.2663816588077,14.666666666666666,21.07593180799585,88.92444759304638,174993
20,75,35,130,75,41,34,15,34,54.666666666666664,10800.0,144.0,3405.6307615206706,3219.0679338052228,4175.301304674107,66.66666666666666,44.11764705882353,54.54545454545454,91.1459873067696,45.33333333333333,20.507924521028542,58.90953103964223,649229
0,0,55,55,75,22,53,15,53,29.333333333333332,10800.0,144.0,3502.309861943953,3639.27094953635,3658.4191885196965,30.0,32.35294117647059,18.181818181818183,98.55454327244682,70.66666666666667,11.370945702306598,42.85783577313043,902846
65,30,35,130,75,41,34,15,34,54.666666666666664,10800.0,144.0,3353.0322309586845,3601.092926945153,3845.8748420961624,56.666666666666664,64.70588235294117,18.181818181818183,95.4366424894678,45.33333333333333,14.486843834971474,61.39999774204014,609880
25,65,30,120,75,39,36,15,36,52.0,10800.0,144.0,3384.4340646907954,3367.3563688905115,4048.2095664186936,46.666666666666664,61.76470588235294,36.36363636363637,93.69580372659091,48.0,15.427867317823837,57.33981170495466,674030
30,35,0,65,75,28,47,15,47,37.333333333333336,10800.0,144.0,3688.875553095272,3656.876601789457,3454.247845115271,53.333333333333336,23.52941176470588,36.36363636363637,97.8275212224074,62.66666666666667,21.12419023761881,46.2471277577689,849295
85,0,30,115,75,37,38,15,38,49.333333333333336,10800.0,144.0,3697.2644324883618,3492.773154155597,3609.962413356041,63.33333333333333,44.11764705882353,27.27272727272727,98.10656223765959,50.66666666666667,20.02507545811074,57.26605813340201,675196
70,25,35,130,75,41,34,15,34,54.666666666666664,10800.0,144.0,3508.2828993346025,3355.973525645236,3935.743575020161,70.0,50.0,27.27272727272727,94.63175880208404,45.33333333333333,21.982823430879616,61.34961658817875,610676
0,45,65,110,75,35,40,15,40,46.666666666666664,10800.0,144.0,3270.233340174643,3532.4733471033123,3997.293312722044,53.333333333333336,47.05882352941176,27.27272727272727,93.26796321715369,53.333333333333336,17.63825213306036,54.64549214019964,716601
5,25,85,115,75,38,37,15,37,50.66666666666667,10800.0,144.0,3576.632970071115,3201.931042236104,4021.435987692781,56.666666666666664,50.0,36.36363636363637,92.4119912457715,49.333333333333336,11.145755652304134,59.05111364690097,646992
65,70,35,170,75,49,26,15,26,65.33333333333333,10800.0,144.0,3500.6165421746327,3674.7128947103097,3624.6705631150576,66.66666666666666,70.58823529411765,45.45454545454545,98.38799673578077,34.66666666666667,13.215266273529629,68.70275189352095,494496
35,40,40,115,75,38,37,15,37,50.66666666666667,10800.0,144.0,3423.284952654152,3390.8232627994303,3985.8917845464175,70.0,41.17647058823529,27.27272727272727,94.49010628012049,49.333333333333336,22.003748879712504,57.27618953415251,675036
10,80,60,150,75,45,30,15,30,60.0,10800.0,144.0,3226.4601640871256,3305.8690547428123,4267.670781170062,56.666666666666664,67.64705882352942,45.45454545454545,90.35916095293578,40.0,17.69379111137363,63.04066127142812,583957
70,70,60,200,75,55,20,15,20,73.33333333333333,10800.0,144.0,3399.215713710995,3518.5288968256555,3882.2553894633493,76.66666666666667,76.47058823529412,54.54545454545454,95.52741040970042,26.666666666666668,13.508438739035457,78.35441702944392,342000
